awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
2010,Literature,Mario Vargas Llosa,male,1936-03-28,,Arequipa,Peru,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2010,http://masterdataapi.nobelprize.org/2/laureate/854,74,,,Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Chemistry,Akira Suzuki,male,1930-09-12,"Hokkaido University, Sapporo, Japan",Mukawa,Japan,for palladium-catalyzed cross couplings in organic synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2010,http://masterdataapi.nobelprize.org/2/laureate/853,80,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2010,Physics,Konstantin Novoselov,male,1974-08-23,"University of Manchester, Manchester, United Kingdom",Nizhny Tagil,Russia,for groundbreaking experiments regarding the two-dimensional material graphene,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2010,http://masterdataapi.nobelprize.org/2/laureate/850,36,United Kingdom,Europe,Russia,52.94,-1.23,48.55,5.72,61.1,81.38,61.1,81.38
2010,Medicine,Robert G. Edwards,male,1925-09-27,"University of Cambridge, Cambridge, United Kingdom",Batley,United Kingdom,for the development of in vitro fertilization,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2010,http://masterdataapi.nobelprize.org/2/laureate/848,85,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
2010,Economic Sciences,Peter A. Diamond,male,1940-04-29,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA","New York, NY",USA,for their analysis of markets with search frictions,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2010,http://masterdataapi.nobelprize.org/2/laureate/856,70,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2010,Physics,Andre Geim,male,1958-10-21,"University of Manchester, Manchester, United Kingdom",Sochi,Russia,for groundbreaking experiments regarding the two-dimensional material graphene,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2010,http://masterdataapi.nobelprize.org/2/laureate/849,52,United Kingdom,Europe,Russia,52.94,-1.23,48.55,5.72,61.1,81.38,61.1,81.38
2010,Economic Sciences,Dale T. Mortensen,male,1939-02-02,"Northwestern University, Evanston, IL, USA","Enterprise, OR",USA,for their analysis of markets with search frictions,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2010,http://masterdataapi.nobelprize.org/2/laureate/857,71,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2010,Chemistry,Ei-ichi Negishi,male,1935-07-14,"Purdue University, West Lafayette, IN, USA",Changchun,China,for palladium-catalyzed cross couplings in organic synthesis,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2010,http://masterdataapi.nobelprize.org/2/laureate/852,75,USA,North America,China,38.51,-100.3,38.51,-100.3,32.87,105.22,32.87,105.22
2010,Economic Sciences,Christopher A. Pissarides,male,1948-02-20,"London School of Economics and Political Science, London, United Kingdom",Nicosia,Cyprus,for their analysis of markets with search frictions,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2010,http://masterdataapi.nobelprize.org/2/laureate/858,62,United Kingdom,Europe,Cyprus,52.94,-1.23,48.55,5.72,0.0,0.0,0.0,0.0
2010,Peace,Liu Xiaobo,male,1955-12-28,,Changchun,China,for his long and non-violent struggle for fundamental human rights in China,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2010,http://masterdataapi.nobelprize.org/2/laureate/855,55,,,China,0.0,0.0,0.0,0.0,32.87,105.22,32.87,105.22
2011,Literature,Tomas Tranströmer,male,1931-04-15,,Stockholm,Sweden,"because, through his condensed, translucent images, he gives us fresh access to reality",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2011,http://masterdataapi.nobelprize.org/2/laureate/868,80,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
2011,Economic Sciences,Thomas J. Sargent,male,1943-07-19,"New York University, New York, NY, USA","Pasadena, CA",USA,for their empirical research on cause and effect in the macroeconomy,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2011,http://masterdataapi.nobelprize.org/2/laureate/872,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2011,Peace,Tawakkol Karman,female,1979-02-07,,Ta'izz,Yemen,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2011,http://masterdataapi.nobelprize.org/2/laureate/871,32,,,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Peace,Ellen Johnson Sirleaf,female,1938-10-29,,Monrovia,Liberia,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2011,http://masterdataapi.nobelprize.org/2/laureate/869,73,,,Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Medicine,Jules A. Hoffmann,male,1941-08-02,"University of Strasbourg, Strasbourg, France",Echternach,Luxembourg,for their discoveries concerning the activation of innate immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011,http://masterdataapi.nobelprize.org/2/laureate/862,70,France,Europe,Luxembourg,46.97,2.7,48.55,5.72,0.0,0.0,0.0,0.0
2011,Chemistry,Dan Shechtman,male,1941-01-24,"Technion - Israel Institute of Technology, Haifa, Israel",Tel Aviv,Israel,for the discovery of quasicrystals,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2011,http://masterdataapi.nobelprize.org/2/laureate/867,70,Israel,Israel,Israel,31.51,34.93,31.51,34.93,31.51,34.93,31.51,34.93
2011,Economic Sciences,Christopher A. Sims,male,1942-10-21,"Princeton University, Princeton, NJ, USA","Washington, DC",USA,for their empirical research on cause and effect in the macroeconomy,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2011,http://masterdataapi.nobelprize.org/2/laureate/873,69,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2011,Peace,Leymah Gbowee,female,1972-02-01,,Monrovia,Liberia,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2011,http://masterdataapi.nobelprize.org/2/laureate/870,39,,,Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Physics,Adam G. Riess,male,1969-12-16,"Johns Hopkins University, Baltimore, MD, USA","Washington, DC",USA,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,http://masterdataapi.nobelprize.org/2/laureate/866,42,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2011,Medicine,Ralph M. Steinman,male,1943-01-14,"Rockefeller University, New York, NY, USA",Montreal,Canada,for his discovery of the dendritic cell and its role in adaptive immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011,http://masterdataapi.nobelprize.org/2/laureate/863,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,54.98,-100.53,38.51,-100.3
2011,Medicine,Bruce A. Beutler,male,1957-12-29,"University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA","Chicago, IL",USA,for their discoveries concerning the activation of innate immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011,http://masterdataapi.nobelprize.org/2/laureate/861,54,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2011,Physics,Brian P. Schmidt,male,1967-02-24,"Australian National University, Weston Creek, Australia","Missoula, MT",USA,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,http://masterdataapi.nobelprize.org/2/laureate/865,44,Australia,Australia,North America,-26.32,134.63,-26.32,134.63,38.51,-100.3,38.51,-100.3
2011,Physics,Saul Perlmutter,male,1959-00-00,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA","Champaign-Urbana, IL",USA,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,http://masterdataapi.nobelprize.org/2/laureate/864,52,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Economic Sciences,Lloyd S. Shapley,male,1923-06-02,"University of California, Los Angeles, CA, USA","Cambridge, MA",USA,for the theory of stable allocations and the practice of market design,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2012,http://masterdataapi.nobelprize.org/2/laureate/883,89,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Physics,Serge Haroche,male,1944-09-11,"Collège de France, Paris, France",Casablanca,Morocco,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2012,http://masterdataapi.nobelprize.org/2/laureate/876,68,France,Europe,Morocco,46.97,2.7,48.55,5.72,0.0,0.0,0.0,0.0
2012,Physics,David J. Wineland,male,1944-02-24,"National Institute of Standards and Technology, Boulder, CO, USA","Milwaukee, WI",USA,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2012,http://masterdataapi.nobelprize.org/2/laureate/877,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Economic Sciences,Alvin E. Roth,male,1951-12-18,"Harvard University, Cambridge, MA, USA","New York, NY",USA,for the theory of stable allocations and the practice of market design,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2012,http://masterdataapi.nobelprize.org/2/laureate/882,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Chemistry,Robert J. Lefkowitz,male,1943-04-15,"Howard Hughes Medical Institute, N/A","New York, NY",USA,for studies of G-protein-coupled receptors,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2012,http://masterdataapi.nobelprize.org/2/laureate/878,69,N/A,N/A,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
2012,Chemistry,Brian Kobilka,male,1955-05-30,"Stanford University School of Medicine, Stanford, CA, USA","Little Falls, MN",USA,for studies of G-protein-coupled receptors,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2012,http://masterdataapi.nobelprize.org/2/laureate/879,57,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Literature,Mo Yan,male,1955-02-02,,Gaomi,China,"who with hallucinatory realism merges folk tales, history and the contemporary",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2012,http://masterdataapi.nobelprize.org/2/laureate/880,57,,,China,0.0,0.0,0.0,0.0,32.87,105.22,32.87,105.22
2012,Medicine,Sir John B. Gurdon,male,1933-10-02,"Gurdon Institute, Cambridge, United Kingdom",Dippenhall,United Kingdom,for the discovery that mature cells can be reprogrammed to become pluripotent,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2012,http://masterdataapi.nobelprize.org/2/laureate/874,79,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
2012,Medicine,Shinya Yamanaka,male,1962-09-04,"Kyoto University, Kyoto, Japan",Osaka,Japan,for the discovery that mature cells can be reprogrammed to become pluripotent,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2012,http://masterdataapi.nobelprize.org/2/laureate/875,50,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2013,Literature,Alice Munro,female,1931-07-10,,Wingham,Canada,master of the contemporary short story,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2013,http://masterdataapi.nobelprize.org/2/laureate/892,82,,,North America,0.0,0.0,0.0,0.0,54.98,-100.53,38.51,-100.3
2013,Economic Sciences,Robert J. Shiller,male,1946-03-29,"Yale University, New Haven, CT, USA","Detroit, MI",USA,for their empirical analysis of asset prices,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,http://masterdataapi.nobelprize.org/2/laureate/896,67,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Chemistry,Michael Levitt,male,1947-05-09,"Stanford University School of Medicine, Stanford, CA, USA",Pretoria,South Africa,for the development of multiscale models for complex chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,http://masterdataapi.nobelprize.org/2/laureate/890,66,USA,North America,South Africa,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
2013,Economic Sciences,Eugene F. Fama,male,1939-02-14,"University of Chicago, Chicago, IL, USA","Boston, MA",USA,for their empirical analysis of asset prices,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,http://masterdataapi.nobelprize.org/2/laureate/894,74,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Medicine,Randy W. Schekman,male,1948-12-30,"University of California, Berkeley, CA, USA","St. Paul, MN",USA,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,http://masterdataapi.nobelprize.org/2/laureate/885,65,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Chemistry,Arieh Warshel,male,1940-11-20,"University of Southern California, Los Angeles, CA, USA",Kibbutz Sde-Nahum,Israel,for the development of multiscale models for complex chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,http://masterdataapi.nobelprize.org/2/laureate/891,73,USA,North America,Israel,38.51,-100.3,38.51,-100.3,31.51,34.93,31.51,34.93
2013,Physics,François Englert,male,1932-11-06,"Université Libre de Bruxelles, Brussels, Belgium",Etterbeek,Belgium,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2013,http://masterdataapi.nobelprize.org/2/laureate/887,81,Belgium,Europe,Europe,50.67,4.86,48.55,5.72,50.67,4.86,48.55,5.72
2013,Economic Sciences,Lars Peter Hansen,male,1952-10-26,"University of Chicago, Chicago, IL, USA","Urbana, IL",USA,for their empirical analysis of asset prices,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,http://masterdataapi.nobelprize.org/2/laureate/895,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Physics,Peter Higgs,male,1929-05-29,"University of Edinburgh, Edinburgh, United Kingdom",Newcastle upon Tyne,United Kingdom,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2013,http://masterdataapi.nobelprize.org/2/laureate/888,84,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
2013,Medicine,James E. Rothman,male,1950-11-03,"Yale University, New Haven, CT, USA","Haverhill, MA",USA,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,http://masterdataapi.nobelprize.org/2/laureate/884,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Chemistry,Martin Karplus,male,1930-03-15,"Université de Strasbourg, Strasbourg, France",Vienna,Austria,for the development of multiscale models for complex chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,http://masterdataapi.nobelprize.org/2/laureate/889,83,France,Europe,Europe,46.97,2.7,48.55,5.72,47.35,14.47,48.55,5.72
2013,Medicine,Thomas C. Südhof,male,1955-12-22,"Stanford University, Stanford, CA, USA",Göttingen,Germany,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,http://masterdataapi.nobelprize.org/2/laureate/886,58,USA,North America,Europe,38.51,-100.3,38.51,-100.3,51.42,10.6,48.55,5.72
2014,Chemistry,William E. Moerner,male,1953-06-24,"Stanford University, Stanford, CA, USA","Pleasanton, CA",USA,for the development of super-resolved fluorescence microscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2014,http://masterdataapi.nobelprize.org/2/laureate/911,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
